TRank,H-Unnamed: 0,H-Name,H-Team,H-GP,H-BO,H-L/R,H-PA,H-AB,H-H,H-R,H-HR,H-RBI,H-BB,H-SB,H-CS,H-AVG,H-POS,H-R-Z,H-HR-Z,H-RBI-Z,H-SB-Z,H-AVG-Z,H-SUM-Z,H-SUM-Z-A,H-Adj-Val,H-ACV,H-Unnamed: 26,P-Unnamed: 0,P-Name,P-Team,P-L/R,P-POS,P-IP,P-GS,P-GP,P-HA,P-R,P-ER,P-HR,P-BB,P-K,P-W,P-L,P-S,P-HD,P-BS,P-ERA,P-WHIP,P-SB,P-CS,P-SBP,P-W-Z,P-K-Z,P-S-Z,P-ERA-Z,P-WHIP-Z,P-Z-SUM,P-Z-SUM-A,P-ACV,P-Unnamed: 32,ACV
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Logan Webb,SFN,RIGHT,SP,204.66666666666663,33,33,202,83,79,11,50,172,13,10,0,0,0,3.474,1.231,21,5,0.103,1.091,0.783,-0.501,0.491,-0.358,1.507,8.297,15.605472342173163,,15.605472342173163
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Bryan Woo,SEA,RIGHT,SP,121.33333333333331,22,22,96,41,39,14,13,101,9,3,0,0,0,2.893,0.898,4,0,0.033,0.05,-0.748,-0.501,0.947,1.735,1.483,8.273,15.560331768928355,,15.560331768928355
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Garrett Crochet,BOS| CHA,LEFT,SP,146.00000000000003,32,32,123,61,58,18,33,209,6,12,0,0,0,3.575,1.069,17,1,0.116,-0.731,1.581,-0.501,0.213,0.89,1.453,8.243,15.503906052372349,,15.503906052372349
95,75,Ceddanne Rafaela,BOS,151,9,RIGHT,571,544,134,70,15,75,15,19,10,0.246,CF| SS,-0.121,-0.575,0.279,0.622,-0.466,-0.261,5.819,6.08,15.478011347542807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.478011347542807
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Tanner Houck,BOS,RIGHT,SP,178.66666666666666,30,30,156,75,62,11,48,154,9,10,0,0,0,3.123,1.142,11,1,0.062,0.05,0.395,-0.501,1.012,0.458,1.414,8.204,15.43055262084954,,15.43055262084954
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Michael Wacha,KCA| NYN| TBA| BOS| SDN,RIGHT,SP,166.66666666666666,29,29,154,65,62,17,45,145,13,8,0,0,0,3.348,1.194,4,2,0.024,1.091,0.201,-0.501,0.595,0.008,1.394,8.184,15.392935476478865,,15.392935476478865
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Nick Martinez,CIN| SDN,RIGHT,SP| RP,142.33333333333331,16,42,128,56,49,13,18,116,10,7,0,0,0,3.098,1.026,10,3,0.07,0.31,-0.425,-0.501,0.839,1.161,1.385,8.175,15.376007761512064,,15.376007761512064
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Freddy Peralta,MIL,RIGHT,SP,173.66666666666666,32,32,143,74,71,26,68,200,11,9,0,0,0,3.679,1.215,17,5,0.098,0.571,1.387,-0.501,0.085,-0.167,1.374,8.164,15.355318332108194,,15.355318332108194
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Jameson Taillon,CHN| NYA,RIGHT,SP,165.33333333333331,28,28,154,67,60,21,33,125,12,8,0,0,0,3.266,1.131,14,0,0.085,0.831,-0.231,-0.501,0.717,0.51,1.326,8.116,15.265037185618583,,15.265037185618583
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,Luis Castillo,SEA| CIN,RIGHT,SP,175.33333333333334,30,30,158,73,71,25,47,175,11,12,0,0,0,3.644,1.169,13,7,0.074,0.571,0.848,-0.501,0.143,0.218,1.278,8.068,15.17475603912897,,15.17475603912897
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Mason Miller,ATH| SDN| OAK,RIGHT,RP,65.0,0,55,36,23,18,6,21,104,2,2,28,0,0,2.492,0.877,6,0,0.092,-1.772,-0.683,1.952,0.75,0.997,1.243,8.033,15.108926036480296,,15.108926036480296
103,99,Adley Rutschman,BAL,148,2,SWITCH,638,571,143,68,19,79,58,1,0,0.25,DH| CC,-0.231,-0.128,0.48,-0.915,-0.309,-1.103,5.679,6.782,15.105624066453965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.105624066453965
104,101,Shea Langeliers,ATH| OAK,135,4,RIGHT,534,482,108,58,29,80,41,4,2,0.224,CC,-0.782,0.99,0.53,-0.659,-1.238,-1.159,5.623,6.782,14.956669154018424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.956669154018424
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Kevin Gausman,TOR| SFN,RIGHT,SP,181.0,31,31,165,86,77,20,56,162,14,11,0,0,0,3.829,1.221,20,4,0.11,1.351,0.568,-0.501,-0.163,-0.227,1.028,7.818,14.704541734495574,,14.704541734495574
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Erick Fedde,ATL| MIL| SLN| WAS| CHA,RIGHT,SP,177.33333333333334,31,31,154,66,65,20,52,154,9,9,0,0,0,3.299,1.162,10,3,0.056,0.05,0.395,-0.501,0.715,0.285,0.944,7.734,14.546549728138752,,14.546549728138752
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,Zac Gallen,ARI,RIGHT,SP,148.0,28,28,133,62,60,13,54,156,14,6,0,0,0,3.649,1.264,18,2,0.122,1.351,0.438,-0.501,0.115,-0.489,0.914,7.704,14.490124011582743,,14.490124011582743
108,49,Brandon Nimmo,NYN,151,2,LEFT,663,571,128,88,23,90,77,15,0,0.224,LF| CF,0.871,0.319,1.032,0.28,-1.463,1.04,5.428,4.388,14.437986869644677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.437986869644677
109,105,Tyler Stephenson,CIN,136,3,RIGHT,515,457,118,69,19,66,48,1,0,0.258,CC,-0.176,-0.128,-0.172,-0.915,0.026,-1.365,5.417,6.782,14.408727868987691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.408727868987691
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Ranger Suarez,PHI,LEFT,SP,150.66666666666669,27,27,140,63,58,14,41,145,12,8,0,0,0,3.465,1.201,8,3,0.053,0.831,0.201,-0.501,0.375,-0.046,0.86,7.65,14.388557721781932,,14.388557721781932
111,36,Pete Alonso,NYN,162,4,RIGHT,695,608,146,91,34,88,70,3,0,0.24,1B,1.036,1.549,0.931,-0.744,-0.811,1.962,5.392,3.43,14.34223014022183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34223014022183
112,87,Willi Castro,CHN| MIN| DET,155,1,SWITCH,635,558,138,89,12,60,51,14,9,0.247,SS| 2B| LF| 3B| CF,0.926,-0.91,-0.473,0.195,-0.436,-0.699,5.381,6.08,14.31297113956485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31297113956485
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,Joe Ryan,MIN,RIGHT,SP,135.0,23,23,110,59,54,19,23,147,7,7,0,0,0,3.6,0.985,11,2,0.081,-0.47,0.244,-0.501,0.166,1.365,0.804,7.594,14.283229717544051,,14.283229717544051
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Hunter Brown,HOU,RIGHT,SP,169.99999999999997,30,31,156,71,66,18,60,179,11,9,0,0,0,3.494,1.271,20,9,0.118,0.571,0.934,-0.501,0.376,-0.619,0.761,7.551,14.202352857147108,,14.202352857147108
115,51,Nick Castellanos,PHI| CIN,162,5,RIGHT,659,606,154,80,23,86,41,6,2,0.254,RF,0.43,0.319,0.831,-0.488,-0.156,0.937,5.325,4.388,14.164016227129313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.164016227129313
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Griffin Jax,MIN| TBA,RIGHT,RP,71.0,0,72,47,19,16,4,15,95,5,5,10,0,0,2.028,0.873,3,1,0.042,-0.991,-0.878,0.375,1.125,1.101,0.733,7.523,14.149688855028169,,14.149688855028169
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,Cristopher Sanchez,PHI,LEFT,SP,181.66666666666663,31,31,182,76,67,11,44,153,11,9,0,0,0,3.319,1.244,14,6,0.077,0.571,0.373,-0.501,0.698,-0.429,0.711,7.501,14.108309996220427,,14.108309996220427
118,53,Spencer Steer,CIN,158,4,RIGHT,656,574,129,74,20,92,72,25,3,0.225,LF| 1B,0.099,-0.016,1.132,1.134,-1.445,0.904,5.292,4.388,14.076239225158368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.076239225158368
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,Jason Adam,SDN| CHN| TBA,RIGHT,RP,73.66666666666664,0,74,40,20,16,5,23,81,7,2,4,0,0,1.955,0.855,20,1,0.271,-0.47,-1.18,-0.151,1.218,1.207,0.624,7.414,13.944675418208003,,13.944675418208003
120,50,Brice Turang,MIL,153,1,LEFT,619,559,142,72,7,57,50,50,6,0.254,2B,-0.011,-1.469,-0.624,3.268,-0.148,1.016,5.241,4.225,13.940583858476002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.940583858476002
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,Yusei Kikuchi,ANA| SEA| TOR| HOU,LEFT,SP,175.66666666666666,32,32,167,85,79,25,44,206,9,10,0,0,0,4.047,1.201,8,4,0.046,0.05,1.517,-0.501,-0.515,-0.052,0.498,7.288,13.707687408672774,,13.707687408672774
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,Cade Smith,CLE,RIGHT,RP,75.33333333333331,0,74,51,16,16,1,17,103,6,1,1,0,0,1.911,0.903,4,1,0.053,-0.731,-0.705,-0.413,1.276,1.062,0.488,7.278,13.688878836487438,,13.688878836487438
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,Spencer Schwellenbach,ATL,RIGHT,SP,123.66666666666669,21,21,106,49,46,14,23,127,8,7,0,0,0,3.348,1.043,4,1,0.032,-0.21,-0.187,-0.501,0.442,0.905,0.449,7.239,13.615525404964629,,13.615525404964629
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,Tobias Myers,MIL,RIGHT,SP,138.0,25,27,126,52,46,18,36,127,9,6,0,0,0,3.0,1.174,5,5,0.036,0.05,-0.187,-0.501,0.94,0.14,0.442,7.232,13.602359404434894,,13.602359404434894
125,57,Riley Greene,DET,137,4,LEFT,584,512,134,82,24,74,64,4,2,0.262,CF| LF| DH,0.54,0.431,0.229,-0.659,0.167,0.709,5.097,4.388,13.557556940784616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.557556940784616
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,Nestor Cortes,MIL| SDN| SEA| NYA,LEFT,SP,174.33333333333331,30,31,162,74,73,24,39,162,9,10,0,0,0,3.769,1.153,8,5,0.046,0.05,0.568,-0.501,-0.059,0.353,0.41,7.2,13.54217197344182,,13.54217197344182
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,Luke Weaver,NYA| ARI| KCA| CIN| SEA,RIGHT,RP,84.00000000000001,0,62,52,28,27,10,26,103,7,3,4,0,0,2.893,0.929,1,2,0.012,-0.47,-0.705,-0.151,0.656,1.079,0.409,7.199,13.540291116223283,,13.540291116223283
128,58,Alec Burleson,SLN,152,2,LEFT,595,547,147,71,21,78,35,9,4,0.269,DH| LF| RF,-0.066,0.096,0.43,-0.232,0.474,0.702,5.09,4.388,13.538937576730175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.538937576730175
129,55,Luis Garcia,WAS,140,5,LEFT,528,500,141,58,18,70,27,22,5,0.282,2B,-0.782,-0.24,0.028,0.878,0.943,0.828,5.053,4.225,13.440520938156697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.440520938156697
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Zach Eflin,BAL| PHI| TBA,RIGHT,SP,165.3333333333333,28,28,166,71,66,22,24,134,10,9,0,0,0,3.593,1.149,5,4,0.03,0.31,-0.036,-0.501,0.214,0.365,0.352,7.142,13.433082254766871,,13.433082254766871
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,Hunter Gaddis,CLE,RIGHT,RP,74.66666666666666,0,78,43,16,13,4,14,66,6,3,0,0,0,1.567,0.763,1,0,0.013,-0.731,-1.503,-0.501,1.504,1.553,0.323,7.113,13.378537395429396,,13.378537395429396
132,56,Marcus Semien,TEX| OAK| TOR,159,1,RIGHT,718,650,154,101,23,74,64,8,3,0.237,2B,1.587,0.319,0.229,-0.317,-1.027,0.791,5.016,4.225,13.342104299583214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.342104299583214
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,Matt Strahm,PHI| SDN| BOS,LEFT,RP,62.66666666666666,0,66,36,14,13,4,11,79,6,2,3,0,0,1.867,0.75,2,2,0.032,-0.731,-1.223,-0.238,1.087,1.344,0.24,7.03,13.222426246291109,,13.222426246291109
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,Andres Munoz,SEA,RIGHT,RP,59.333333333333336,0,60,31,16,14,6,26,77,3,7,22,0,0,2.124,0.961,6,1,0.101,-1.511,-1.266,1.427,0.888,0.67,0.207,6.997,13.1603579580795,,13.1603579580795
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,Bowden Francis,TOR,RIGHT,SP| RP,103.66666666666669,13,27,74,41,38,17,22,92,8,5,0,0,0,3.299,0.926,1,1,0.01,-0.21,-0.942,-0.501,0.418,1.344,0.108,6.898,12.974153093444675,,12.974153093444675
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,Carlos Estevez,KCA| COL| ANA| PHI,RIGHT,RP,55.0,0,54,38,18,15,5,12,50,4,5,26,0,0,2.454,0.909,3,2,0.055,-1.251,-1.848,1.777,0.654,0.758,0.089,6.879,12.93841680629254,,12.93841680629254
137,62,Lourdes Gurriel,ARI| TOR,133,3,RIGHT,553,513,143,72,18,75,29,7,1,0.279,LF,-0.011,-0.24,0.279,-0.403,0.84,0.466,4.854,4.388,12.911199017180408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.911199017180408
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,Grayson Rodriguez,BAL,RIGHT,SP,116.66666666666666,20,20,109,52,50,15,36,130,13,4,0,0,0,3.857,1.243,5,2,0.043,1.091,-0.123,-0.501,-0.136,-0.269,0.062,6.852,12.887633661392131,,12.887633661392131
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,Blake Snell,LAN| TBA| SDN| SFN,LEFT,SP,104.0,20,20,65,38,36,6,44,145,5,3,0,0,0,3.115,1.048,13,3,0.125,-0.991,0.201,-0.501,0.597,0.737,0.042,6.832,12.85001651702146,,12.85001651702146
140,61,Nico Hoerner,CHN,149,1,RIGHT,641,582,159,86,7,48,44,31,6,0.273,2B,0.761,-1.469,-1.075,1.646,0.704,0.566,4.791,4.225,12.743624740690423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.743624740690423
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,Kutter Crawford,BOS,RIGHT,SP,183.66666666666669,33,33,155,97,89,34,51,175,9,16,0,0,0,4.361,1.122,7,3,0.038,0.05,0.848,-0.501,-1.075,0.65,-0.028,6.7620000000000005,12.718356511724108,,12.718356511724108
142,59,Alex Bregman,BOS| HOU,145,2,RIGHT,634,581,151,79,26,75,44,3,1,0.26,3B,0.375,0.655,0.279,-0.744,0.108,0.673,4.779,4.106,12.711705830882812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.711705830882812
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,Justin Steele,CHN,LEFT,SP,134.66666666666666,24,24,111,54,46,12,37,135,5,5,0,0,0,3.074,1.099,9,2,0.067,-0.991,-0.015,-0.501,0.824,0.623,-0.06,6.73,12.658169080731032,,12.658169080731032
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,Luis Severino,ATH| NYA| NYN,RIGHT,SP,182.0,31,31,166,86,79,23,60,161,11,7,0,0,0,3.907,1.242,15,5,0.082,0.571,0.546,-0.501,-0.296,-0.41,-0.09,6.7,12.601743364175023,,12.601743364175023
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,Edwin Diaz,NYN,RIGHT,RP,53.66666666666667,0,54,36,23,21,7,20,84,6,4,20,0,0,3.522,1.044,22,1,0.41,-0.731,-1.115,1.251,0.105,0.392,-0.097,6.693,12.588577363645287,,12.588577363645287
146,60,Alec Bohm,PHI,143,4,RIGHT,606,554,155,62,15,97,40,5,2,0.28,3B,-0.562,-0.575,1.383,-0.573,0.951,0.624,4.73,4.106,12.581370282501714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.581370282501714
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,Ryan Pepiot,TBA| LAN,RIGHT,SP,130.0,26,26,102,58,52,17,48,142,8,8,0,0,0,3.6,1.154,9,4,0.069,-0.21,0.136,-0.501,0.16,0.258,-0.158,6.632,12.473845073314742,,12.473845073314742
148,63,Wyatt Langford,TEX,134,5,RIGHT,557,499,126,74,16,74,51,19,3,0.253,LF| DH,0.099,-0.463,0.229,0.622,-0.191,0.297,4.685,4.388,12.461674370723156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.461674370723156
149,45,Matt Olson,ATL| OAK,162,4,LEFT,685,600,148,78,29,98,71,0,0,0.247,1B,0.32,0.99,1.433,-1.0,-0.499,1.244,4.674,3.43,12.43241537006618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.43241537006618
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,Gavin Stone,LAN,RIGHT,SP,140.33333333333334,25,25,133,55,55,18,37,116,11,5,0,0,0,3.527,1.211,8,1,0.057,0.571,-0.425,-0.501,0.267,-0.111,-0.199,6.591,12.396729927354864,,12.396729927354864
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Cole Sands,MIN,RIGHT,RP,71.33333333333333,0,62,59,30,26,6,12,85,9,1,4,0,0,3.28,0.995,6,2,0.084,0.05,-1.093,-0.151,0.3,0.687,-0.207,6.583,12.381683069606597,,12.381683069606597
152,65,Cody Bellinger,NYA| LAN| CHN,130,3,LEFT,569,516,137,72,18,78,45,9,2,0.266,CF| 1B| DH| RF,-0.011,-0.24,0.43,-0.232,0.319,0.266,4.654,4.388,12.379217187053484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.379217187053484
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Bryan Hudson,CHA| MIL| LAN,LEFT,RP,62.333333333333336,0,43,28,12,12,7,17,62,6,1,0,0,0,1.733,0.722,3,2,0.048,-0.731,-1.589,-0.501,1.159,1.421,-0.24,6.55,12.319614781394987,,12.319614781394987
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,Alex Vesia,LAN| MIA,LEFT,RP,66.33333333333334,0,67,33,19,13,7,33,87,5,4,5,0,0,1.764,0.995,5,5,0.075,-0.991,-1.05,-0.063,1.215,0.64,-0.25,6.54,12.300806209209652,,12.300806209209652
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,Ben Lively,CLE| CIN,RIGHT,SP,151.0,29,29,139,67,64,23,49,118,13,10,0,0,0,3.815,1.245,12,3,0.079,1.091,-0.382,-0.501,-0.116,-0.364,-0.272,6.518,12.259427350401912,,12.259427350401912
156,107,Josh Smith,TEX,148,3,LEFT,592,523,135,67,13,62,46,11,2,0.258,3B| SS,-0.286,-0.798,-0.373,-0.061,0.026,-1.492,4.588,6.08,12.2036631831116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2036631831116
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,Brady Singer,CIN| KCA,RIGHT,SP,179.66666666666666,32,32,175,77,74,22,54,170,9,13,0,0,0,3.707,1.275,3,6,0.017,0.05,0.74,-0.501,0.042,-0.689,-0.358,6.432,12.097673629608025,,12.097673629608025
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Kenley Jansen,ANA| LAN| ATL| BOS,RIGHT,RP,54.66666666666667,0,54,38,20,20,4,20,62,4,2,27,0,0,3.293,1.061,10,3,0.183,-1.251,-1.589,1.865,0.223,0.353,-0.399,6.391,12.020558483648148,,12.020558483648148
159,127,Connor Wong,BOS,125,5,RIGHT,487,447,125,53,13,52,28,8,7,0.28,CC,-1.058,-0.798,-0.875,-0.317,0.762,-2.286,4.496,6.782,11.958951541253215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.958951541253215
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Luis Ortiz,CLE| PIT,RIGHT,SP| RP,135.66666666666669,15,37,109,56,50,16,42,107,7,6,1,0,0,3.317,1.113,7,1,0.052,-0.47,-0.619,-0.413,0.524,0.536,-0.443,6.347,11.937800766032671,,11.937800766032671
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,Jeff Hoffman,TOR| COL| CIN| PHI,RIGHT,RP,66.33333333333331,0,68,48,20,16,6,16,89,3,3,10,0,0,2.171,0.965,3,0,0.045,-1.511,-1.007,0.375,0.963,0.736,-0.444,6.346,11.935919908814135,,11.935919908814135
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,Nick Pivetta,SDN| BOS| PHI,RIGHT,SP,145.66666666666669,26,27,128,70,67,28,36,172,6,12,0,0,0,4.14,1.126,11,3,0.076,-0.731,0.783,-0.501,-0.552,0.486,-0.515,6.275,11.802379046298253,,11.802379046298253
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,David Peterson,NYN,LEFT,SP,121.0,21,21,110,44,39,8,46,101,10,3,0,0,0,2.901,1.289,5,2,0.041,0.31,-0.748,-0.501,0.936,-0.55,-0.553,6.237,11.730906471993976,,11.730906471993976
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Jhoan Duran,MIN| PHI,RIGHT,RP,54.333333333333336,0,58,48,30,22,4,15,66,6,9,23,0,0,3.644,1.159,6,3,0.11,-0.731,-1.503,1.514,0.044,0.093,-0.582,6.208,11.676361612656502,,11.676361612656502
165,67,Luis Arraez,SDN| MIN| MIA,150,1,LEFT,672,637,200,83,4,46,24,9,3,0.314,DH| 1B| 2B,0.595,-1.804,-1.176,-0.232,2.768,0.151,4.376,4.225,11.639762443177062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.639762443177062
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,Michael Kopech,LAN| CHA,RIGHT,RP,67.66666666666666,0,67,44,27,26,9,34,88,6,8,15,0,0,3.458,1.153,6,3,0.089,-0.731,-1.029,0.813,0.172,0.138,-0.636,6.154,11.574795322855689,,11.574795322855689
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,Yoshinobu Yamamoto,LAN,RIGHT,SP,90.0,18,18,78,32,30,7,22,105,7,2,0,0,0,3.0,1.111,3,1,0.033,-0.47,-0.662,-0.501,0.613,0.364,-0.657,6.133,11.535297321266482,,11.535297321266482
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,Jose Butto,NYN| SFN,RIGHT,SP| RP,73.99999999999999,7,30,41,21,21,6,38,79,7,3,3,0,0,2.554,1.068,3,3,0.041,-0.47,-1.223,-0.238,0.811,0.455,-0.666,6.124,11.51836960629968,,11.51836960629968
169,137,Logan O'Hoppe,ANA,136,5,RIGHT,522,479,117,64,20,56,33,2,3,0.244,CC,-0.452,-0.016,-0.674,-0.829,-0.487,-2.458,4.324,6.782,11.501447167344065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.501447167344065
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,Jose Quintana,MIL| CHN| ANA| SFN| PIT| SLN| NYN,LEFT,SP,170.33333333333334,31,31,150,73,71,22,63,135,10,10,0,0,0,3.752,1.25,9,2,0.053,0.31,-0.015,-0.501,-0.031,-0.456,-0.692,6.098,11.469467318617806,,11.469467318617806
171,69,Steven Kwan,CLE,122,1,LEFT,540,480,140,83,14,44,53,12,5,0.292,LF,0.595,-0.687,-1.276,0.024,1.262,-0.081,4.307,4.388,11.456228711783274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.456228711783274
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,Kyle Finnegan,DET| WAS,RIGHT,RP,63.66666666666667,0,65,61,31,26,9,24,60,3,8,38,0,0,3.675,1.335,8,0,0.126,-1.511,-1.633,2.828,0.034,-0.43,-0.712,6.078,11.431850174247137,,11.431850174247137
173,73,Taylor Ward,ANA,156,3,RIGHT,663,585,144,73,25,75,63,6,4,0.246,LF,0.044,0.543,0.279,-0.488,-0.509,-0.131,4.257,4.388,11.323233254251544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.323233254251544
174,74,Colton Cowser,BAL,149,7,LEFT,561,499,121,77,24,69,52,9,4,0.242,LF| CF,0.265,0.431,-0.022,-0.232,-0.575,-0.133,4.255,4.388,11.317913435950274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.317913435950274
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,Clay Holmes,NYN| PIT| NYA,RIGHT,RP,62.99999999999999,0,67,60,29,22,4,22,68,3,5,30,0,0,3.143,1.302,4,1,0.063,-1.511,-1.46,2.127,0.345,-0.324,-0.822,5.968,11.22495588020844,,11.22495588020844
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,Zack Littell,CIN| TBA| MIN| SFN| BOS,RIGHT,SP,156.33333333333334,29,29,164,68,63,22,31,141,8,10,0,0,0,3.627,1.247,6,3,0.038,-0.21,0.115,-0.501,0.153,-0.394,-0.838,5.952,11.194862164711903,,11.194862164711903
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,Brandon Pfaadt,ARI,RIGHT,SP,181.66666666666663,32,32,183,103,95,24,42,185,11,10,0,0,0,4.706,1.238,7,3,0.039,0.571,1.064,-0.501,-1.647,-0.381,-0.895,5.895,11.087653303255488,,11.087653303255488
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,Gerrit Cole,NYA,RIGHT,SP,95.0,17,17,78,38,36,11,29,99,8,5,0,0,0,3.41,1.126,15,2,0.158,-0.21,-0.791,-0.501,0.284,0.315,-0.904,5.886,11.070725588288688,,11.070725588288688
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,Hector Neris,ANA| ATL| HOU| PHI| CHN,RIGHT,RP,59.33333333333334,0,62,55,31,27,8,28,64,10,5,18,0,0,4.096,1.399,5,1,0.084,0.31,-1.546,1.076,-0.201,-0.583,-0.944,5.846,10.995491299547345,,10.995491299547345
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Jake Irvin,WAS,RIGHT,SP,187.66666666666669,33,33,173,97,92,29,52,156,10,14,0,0,0,4.412,1.199,5,4,0.027,0.31,0.438,-0.501,-1.187,-0.036,-0.975,5.815,10.937184725772802,,10.937184725772802
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Tyler Anderson,ANA| SFN| PIT| SEA| LAN,LEFT,SP,179.33333333333334,31,31,158,83,76,24,73,142,10,15,0,0,0,3.814,1.288,15,3,0.084,0.31,0.136,-0.501,-0.137,-0.805,-0.996,5.7940000000000005,10.897686724183597,,10.897686724183597
